infer1,infer2,infer3,infer4,infer5,infer6,infer7,infer8,infer9,infer10,infer11,infer12,infer13,infer14,infer15,infer16,infer17,infer18,infer19,infer20,infer21,infer22,infer23,infer24,scan1,scan2,scan3,scan4,scan5,scan6,scan7,scan8,scan9,scan10,scan11,scan12,scan13,scan14,scan15,scan16,scan17,scan18,scan19,scan20,scan21,scan22,scan23,scan24,age,strategy,knowledge,precision,recall,fairness,prolific_id,condition,id,experiment
1,16,11,1,10,9,1,7,14,4,17,9,18,1,5,2,7,6,7,1,4,3,5,16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,42,"I did my best to infer from the data presented to me. I used the percentage of thieves caught and applied that to the whole , but also took into consideration Alex's knowledge. ",5.0,5.0,5.0,6.0,56c7c8b0ba8e37000d7b1ebe,12_counter,exp3_12to12_27,3
2,3,7,0,7,6,0,5,12,2,7,8,19,1,2,2,6,3,6,1,2,1,3,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21,I just followed my intuition,2.0,2.0,2.0,2.0,60d35c1ab17fd50e276b5201,12_counter,exp3_12to12_29,3
2,2,9,1,11,9,12,4,10,1,11,8,16,11,3,13,7,4,3,1,4,1,5,12,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,I looked at the amount that alex scanned and how many were found,5.0,5.0,5.0,4.0,60b82cebdc45c018ac83b9cd,12_counter,exp3_12to12_31,3
10,5,8,14,10,9,14,10,14,4,6,12,18,16,6,12,16,6,6,12,3,2,7,15,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21,Based on the number of scans that the best scanner operational did to that population,6.0,5.0,4.0,5.0,5fa97d64c4c1e3132250f1d0,12_counter,exp3_12to12_32,3
14,1,12,9,17,8,13,10,16,4,6,6,13,16,1,5,18,4,3,8,2,2,3,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,24,I compared the Alex's passes and scans with the number of thieves,3.0,6.0,4.0,3.0,60ec969b09a3b53f4c7f9ab9,12_counter,exp3_12to12_34,3
20,5,15,20,10,12,20,10,15,5,7,14,18,20,10,20,20,10,4,18,5,2,10,18,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19,"Looked at the previous data, and looked at the difference in who actually stole and who didn’t and tried to work it out from there",3.0,3.0,5.0,2.0,5f3d49b787fe930ad9a39a59,12_counter,exp3_12to12_35,3
2,6,9,0,4,4,7,5,14,5,8,10,12,1,8,6,8,10,8,2,5,3,3,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21,if many people from the same species got away with stealing they would be more confortable in trying to steal even more ,3.0,5.0,6.0,3.0,60e98a1bd5bd3f1b961c1d27,12_counter,exp3_12to12_36,3
18,5,8,14,8,7,14,8,13,1,5,12,17,19,4,15,15,6,2,14,2,1,5,14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27,"I trusted Alex's knowledge of the groups: He knew the rate, so if he scanned more than 10 (50%) of the aliens, then I would do the same and scan a random one. (and vice versa) I assumed that for each 2 scans he made he was hoping to catch at least 1 thief, so from there I more or less assumed the expected # of thiefs",4.0,3.0,1.0,4.0,60eb1243ec3f0f9c4c2c5a9b,12_counter,exp3_12to12_37,3
4,5,12,19,15,12,5,7,17,3,12,9,13,11,6,19,14,9,6,11,9,10,10,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,21,by how many Alex decided to scan,7.0,5.0,5.0,3.0,60e9a009a1da96046360c9ec,12_counter,exp3_12to12_38,3
2,3,7,0,9,6,0,5,12,2,7,8,17,1,2,3,6,3,4,1,1,1,4,14,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,I analyzed and paid attention to the diagrams given as well as paid attention to the number of gem thieves in each given question.,6.0,7.0,5.0,6.0,60e7788390deae15afe6138e,12_counter,exp3_12to12_39,3
2,3,7,0,9,6,0,5,12,2,7,8,17,1,2,3,6,3,4,1,1,1,4,18,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,i guess its all about ratios of crowds compared to the amount of people scanned to getting caught ,6.0,7.0,6.0,7.0,60e6c355e2d38967b5c17ec2,12_counter,exp3_12to12_40,3
2,3,10,1,12,6,0,8,14,11,14,11,17,1,6,3,6,3,12,1,4,9,8,15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,"When the visitors not scanned are mostly equal or more than those scanned, assume that in those not scanned the proportion of theives will be at least half of that in those scanned. When the not scanned ones are less that those scanned, assume that the proportion of thevies in those scanned will be the same with those not scanned.",4.0,4.0,5.0,2.0,60ec8bc170bf0af73590babf,12_counter,exp3_12to12_41,3
2,3,5,1,8,8,2,4,10,2,7,6,16,1,3,2,5,2,4,1,1,1,3,14,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,I consider what Alex found and see the ratio between people who scanned and thieves found.,4.0,5.0,4.0,5.0,5f7888773074f6426b1bd638,12_counter,exp3_12to12_42,3
2,20,10,0,12,9,0,8,14,20,20,11,18,1,6,3,6,7,20,1,4,20,8,16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,32,by multiplying fractions and basic algebra,2.0,3.0,2.0,5.0,60c1aa99d87319936f370da7,12_counter,exp3_12to12_43,3
8,6,10,2,12,11,7,7,10,4,8,10,16,1,6,1,2,5,2,4,1,4,10,17,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,27,I analysed Alex's judgment and then made my choice from there,6.0,4.0,5.0,4.0,603ec09b8fd0a90044aed683,12_counter,exp3_12to12_44,3
3,3,7,2,11,8,2,7,17,3,9,12,20,2,5,5,8,4,4,6,3,2,3,18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32,i imagined a higher number thieves among the visitors because of the high cost of the gem ,4.0,6.0,7.0,5.0,60e4374c2d4f72b02ef4007f,12_counter,exp3_12to12_45,3
4,1,3,2,5,3,1,3,10,4,7,2,6,0,2,3,6,3,0,1,0,3,6,6,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21 ,"Mostly by instinct, other was by guessing and trying to see a pattern",6.0,6.0,5.0,5.0,5fad40336f168f4095a67b1a,12_counter,exp3_12to12_46,3
15,5,10,15,15,12,15,8,15,2,7,11,19,17,5,13,16,8,5,14,5,5,10,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,39,"I trusted Alex's knowledge that he scans more from places with more theft, which means on average they steal at a higher rate than the places he scanned less. Because he has a track record of doing well, I trusted that more than the one set of data for the 20 shown.",6.0,5.0,3.0,6.0,60e4cfc442c10c17888e8c9e,12_counter,exp3_12to12_47,3
20,3,14,19,13,6,0,12,17,18,7,15,19,2,3,18,20,9,4,18,5,1,4,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,By looking at the number of people let pass and the people in groups of 20,6.0,2.0,6.0,4.0,60e4497ef3178b2f2a9bd026,12_counter,exp3_12to12_48,3
3,8,9,1,9,8,2,5,14,5,12,10,15,3,4,6,8,5,14,2,4,2,7,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,"I thought that there would always be more thiefs on the next groups than the ones presented. Also if the number of thiefs was less than 10, I would probably not scan those clients.",6.0,6.0,6.0,5.0,60d64ee4773f3084cfb8f3ac,12_counter,exp3_12to12_49,3
2,3,7,0,9,6,0,5,12,2,7,15,17,1,2,3,6,3,4,1,1,1,4,14,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,36,by he prcentage,6.0,5.0,7.0,7.0,60eb951c2d38c897fa1e4825,12_counter,exp3_12to12_50,3
14,5,9,10,13,10,14,6,15,4,14,9,18,12,5,13,10,6,6,13,5,4,10,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26,"based on Alex's Experience, and scan rate for each planet. ",3.0,5.0,3.0,2.0,60d515e22fd206d48b3591e5,12_counter,exp3_12to12_51,3
16,6,10,18,8,13,3,12,16,1,5,11,11,19,8,15,16,7,12,11,3,2,5,12,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,26,"The proportion that Alex chose on the particular population to scan was a giveaway as to which population is regarded as high rate thieves. Sometimes the very high number chosen by Alex were not thieves, and that's because of randomization and only a few chosen were actually the only or the fewer non thieves that is why with them I always chosen a high number of potential gem thieves ",5.0,7.0,7.0,5.0,60e8bf5a4733a2f68df05cab,12_counter,exp3_12to12_52,3
9,3,6,1,8,12,17,10,11,3,6,11,17,16,5,12,13,6,6,15,3,2,7,17,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,18,By the amount of people scanned.,2.0,3.0,5.0,4.0,5f8cfa87932b6f4ab29f8b01,12_counter,exp3_12to12_53,3
7,4,9,12,11,10,9,8,14,4,9,10,17,13,4,14,13,8,6,13,6,4,8,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,26,Trusting Alexs experience with the theft rates of each plannet.,2.0,3.0,3.0,2.0,60d515e22fd206d48b3591e5,12_counter,exp3_12to12_54,3
4,2,7,0,6,4,0,3,10,3,7,7,15,1,4,2,4,2,2,1,1,1,2,13,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25,Depending on how many were scanned and how many had indeed stolen a gem. High scan ratio probably meant that they would be more likely to steal.,6.0,6.0,7.0,6.0,5deef5412dc5c65901b17bef,12_counter,exp3_12to12_55,3
2,10,10,1,1,8,0,7,14,8,11,3,1,1,5,3,5,5,4,2,4,1,10,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21,"Based on how many thieves / non thieves there were. Also, there is at least one visitor who wants to steal gems, the planet from where it comes from matters not.",3.0,5.0,5.0,4.0,60ec7e84854f4a758e9b4cc2,16_counter,exp3_8to16_1,3
2,3,7,0,1,6,0,5,12,2,7,3,0,1,2,3,6,5,4,1,1,1,4,14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,By looking at the faces with a gem ,5.0,7.0,7.0,6.0,60e59677cbe338ac4a645123,16_counter,exp3_8to16_2,3
3,17,9,1,2,8,0,6,16,12,18,3,1,2,6,3,6,5,15,2,4,10,4,16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,29,Commonalities in ratios,1.0,2.0,2.0,3.0,5d2afd644d046f0001a751db,16_counter,exp3_8to16_3,3
16,4,11,6,6,11,1,10,13,4,10,3,18,5,7,14,6,5,8,9,3,1,10,16,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19,I based it on how many people scanned had them and then saw how many were let throught without scanning. If all were scanned then a similar number of people should be expected to have gems since it'r random,5.0,6.0,5.0,2.0,5ed6b8e464a88d1285df58f2,16_counter,exp3_8to16_5,3
8,3,7,0,2,13,0,6,12,2,7,4,1,2,3,4,7,6,4,3,1,1,10,14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,26,"Taken into account that Alex knew the theft rate, If the all visitors were scanned, it means that Alex was expecting to have a lot more thefts than the found ones. If only a few were scanned and almost everyone was caught, then the rate should be approximately the found one (i.e. if only 3 people were scanned and 3 people were caught, then it is very likely that the theft rate is 3). The theft rate can be predicted based on the total amount of scans. However, it is very difficult to predict accuratelly the theft rate, since the samples where made from random groups of 20 people.  Also, if we consider the visitors were scanned sequentially, one after another, then if the last was caught and no other visitor was scanned then the theft rate is the number of total thefts found.",4.0,2.0,5.0,3.0,60ecb272881f8d801283984e,16_counter,exp3_8to16_6,3
2,5,13,5,4,8,0,10,18,13,11,3,2,1,5,4,6,5,10,5,3,5,7,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,27,Based on what I saw of who was scanned and who wasn't,5.0,4.0,5.0,5.0,5e6ea232ede02745b9c7c634,16_counter,exp3_8to16_11,3
2,3,7,0,1,6,4,5,12,2,7,3,0,1,2,2,3,7,4,1,1,1,4,14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,depends on the number of visitors,5.0,5.0,5.0,5.0,603441c7bce0c822918851ff,16_counter,exp3_8to16_12,3
4,5,8,0,10,5,0,7,8,2,5,7,2,2,2,3,9,5,4,7,1,0,4,18,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,20,Depends what part od group stole it previously. If most of visitors pass then I won't scan the visitor.,4.0,5.0,4.0,4.0,60ead69582117b22f5f013ef,16_counter,exp3_8to16_14,3
3,5,12,15,14,9,10,10,15,3,5,17,10,16,5,12,15,14,3,15,3,3,9,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,21,I guessed by calculating scanned visitors and actual thieves and made my guess.,5.0,5.0,6.0,6.0,6087f7c941fec25e3bfa3428,16_counter,exp3_8to16_19,3
2,10,10,5,1,8,0,7,13,8,14,3,1,1,3,3,6,5,7,1,4,5,8,15,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,26,average,4.0,2.0,3.0,2.0,60480e3b1c1c65141cb69604,16_counter,exp3_8to16_20,3
20,3,14,19,19,13,20,12,17,2,7,20,18,20,7,19,20,20,4,18,5,2,10,18,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,18,From the amount of visitors Alex decided to scan.,6.0,6.0,3.0,3.0,60ea3946c108c67a021e90fc,16_counter,exp3_8to16_23,3
4,7,10,4,5,7,3,9,10,5,11,8,5,8,7,5,10,9,10,3,6,7,7,15,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,35,5,6.0,6.0,5.0,6.0,60ec825bf338f30c2954d899,16_counter,exp3_8to16_25,3
20,3,10,19,19,13,20,12,17,2,7,20,18,20,7,19,20,20,4,18,5,1,10,18,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24,"Taking into consideration that ""Alex knows all planet's theft rate and only scans when necessary"", I thought that: In a sample of 20 visitors of a given planet, Alex will, randomly, scan the number of visitors until it matches the theft rate. For example, the X planet has a theft rate of 13/20 visitors. Therefore, Alex will randomly scan 13 visitors in a sample of 20 visitors.",7.0,1.0,5.0,7.0,60e6ff1b172c4704ef0711d8,16_counter,exp3_8to16_27,3
2,3,7,0,1,6,0,5,12,2,7,3,0,3,2,3,6,5,4,1,1,1,4,4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,21,from the small crown they had,3.0,4.0,4.0,3.0,6022e72f2356a60e34c99c05,16_counter,exp3_8to16_28,3
10,5,5,8,8,8,5,10,5,8,7,5,10,5,10,5,5,5,6,8,7,10,6,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,"Initially I just assumed that half would steal a gem. However, as time went on, I tried to average out the number of thieves from past planets to predict how many thieves from the next planet would steal. It was clear that, on average, that number was much lower than 10. Thus, I would constantly re-evaluate, which resulted in me lowering the number.",7.0,6.0,7.0,6.0,60eca1011d09782da3e7b426,16_counter,exp3_8to16_29,3
5,5,9,4,4,6,1,7,16,2,10,5,3,3,1,5,8,9,6,2,3,4,6,19,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28,The fewer the number of visitors who have stolen a gem the less likely will the new visitor from the same planet be scanned.,6.0,1.0,7.0,6.0,60e81e001e7d4a5d2958b457,16_counter,exp3_8to16_31,3
2,3,8,4,2,7,8,4,13,3,11,3,6,3,4,4,7,5,9,3,8,4,6,13,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,23,Odds,6.0,6.0,3.0,4.0,60d7a6975923b5b707e5213a,16_counter,exp3_8to16_32,3
5,1,6,0,4,6,2,5,15,3,5,6,4,3,3,4,7,6,3,1,2,2,3,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21,A combination of the number of current robberies and how many visitors Alex scanned,5.0,5.0,5.0,6.0,5f95155d7ae37e0009ed42ac,16_counter,exp3_8to16_33,3
2,14,9,1,1,8,1,8,13,12,11,7,1,1,6,3,6,5,7,1,4,5,7,15,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25,Considered how many were not scanned and how many were and stole.,5.0,5.0,5.0,5.0,5e67be9dbb1b580399389b4a,16_counter,exp3_8to16_34,3
2,20,7,0,1,16,0,8,12,20,20,3,0,1,6,3,6,5,20,1,4,20,8,16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,22,If there were a lot of thieves scanned I decided to scan the visitors.,4.0,4.0,4.0,3.0,60eb105221914f6f26a89908,16_counter,exp3_8to16_35,3
0,6,3,5,3,5,1,7,2,9,12,2,0,0,4,2,2,0,6,2,7,9,5,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22,by the amount of high rate of theft,3.0,5.0,4.0,4.0,5f9f0149e129f5503323c6a5,16_counter,exp3_8to16_36,3
3,12,10,1,2,9,1,9,16,11,12,3,2,3,5,3,7,5,12,2,3,9,10,16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,23,"I was simply comparing the amount of scanned visitors (scaned/stolen ratio) to total amount of visitors, if it was above 30% i guess i just decide to scan",5.0,6.0,4.0,6.0,60db83afba53f8abd7ee1825,16_counter,exp3_8to16_37,3
20,3,10,1,19,8,10,12,14,2,7,20,18,20,3,4,20,5,20,2,3,1,8,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,34,Based on how many visitors alex scanned...if he scanned everyne its more likely they are from a high gem stealing planet. Those he only scanned a small proportion of are more likely from a low gem stealing planet,6.0,5.0,6.0,2.0,60eb14c5ba2eef54d8f7c463,16_counter,exp3_8to16_38,3
20,3,11,19,19,13,20,12,17,2,7,15,18,20,7,19,20,20,4,18,5,1,10,18,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,23,I used Alex’s scan attempts as he knows the theft rate,2.0,5.0,5.0,3.0,60ec7b6c669ebbb7e1906cc7,16_counter,exp3_8to16_39,3
18,1,9,15,16,7,18,12,15,3,5,15,16,19,3,16,18,17,3,13,2,2,4,17,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,20,a mix from the amount of visitor alex scanned and a mix of thiefs caught,3.0,5.0,3.0,3.0,60a1880c4eadb5a7705c7034,16_counter,exp3_8to16_40,3
2,8,10,1,1,8,0,8,13,5,9,3,1,1,4,3,6,5,9,2,5,4,7,15,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25,By looking at the ratio of the visitors who got scanned and those who didn't.,4.0,2.0,5.0,3.0,60eb2899afc16a593cf94156,16_counter,exp3_8to16_41,3
20,3,10,0,2,10,0,11,14,2,7,3,18,1,7,6,6,5,4,1,3,1,8,15,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,28,I was based on the number of thieves that Alex had stopped and according to the number he decided the proportion of new thieves in the next group of 20. ,6.0,7.0,6.0,6.0,60e830ab4fd1da8753bb3005,16_counter,exp3_8to16_42,3
2,4,9,1,1,11,0,10,13,6,13,3,1,1,3,3,6,5,8,2,2,4,6,15,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,19,depending on how many had stolen and how many alex scanned,5.0,5.0,4.0,3.0,60e220c93faa6f6e1d465d28,16_counter,exp3_8to16_43,3
2,3,7,0,1,6,0,5,12,2,20,3,0,1,2,10,6,5,4,1,1,4,4,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,27,I looked at the total of thieves that was stated on the page.,5.0,6.0,3.0,4.0,60e8a67d61e5ac8c0e0051e4,16_counter,exp3_8to16_44,3
4,3,7,1,2,8,1,5,12,4,10,3,1,1,2,4,7,6,4,2,1,1,10,15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22,by the number of thieves that were found ,3.0,2.0,7.0,3.0,60cba89e6973c3a82b9f4b9a,16_counter,exp3_8to16_45,3
20,4,11,1,4,10,8,15,12,18,12,17,12,20,6,3,12,4,17,3,10,2,5,17,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,21,"Alex knew the planets very well. When he scanned a lot of visitors and caught thieves, I would let the next group pass.",4.0,4.0,4.0,4.0,60e86df3cfb8c543b2faf349,16_counter,exp3_8to16_46,3
3,9,10,0,2,8,1,5,16,8,11,3,0,0,6,3,11,5,12,3,3,3,8,16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,23,"I used 6 as a min, and number of passes as another factor the higher it is I don't scan.",1.0,1.0,5.0,4.0,60e9b57da8550f28be62142d,16_counter,exp3_8to16_47,3
